7,0
7.002,0
7.004,0
7.006,0
7.008,0
7.01,0
7.012,0
7.014,0
7.016,0
7.018,0
7.02,0
7.022,0
7.024,0
7.026,0
7.028,0
7.03,0
7.032,0
7.034,0
7.036,0
7.038,0
7.04,0
7.042,0
7.044,0
7.046,0
7.048,0
7.05,0
7.052,0
7.054,0
7.056,0
7.058,0
7.06,0
7.062,0
7.064,0
7.066,0
7.068,8.92E-07
7.07,1.52E-05
7.072,8.92E-05
7.074,2.57E-04
7.076,3.96E-04
7.078,2.84E-04
7.08,8.72E-05
7.082,1.06E-05
7.084,1.38E-05
7.086,9.91E-05
7.088,2.27E-04
7.09,1.65E-04
7.092,7.98E-05
7.094,3.60E-04
7.096,0.00101
7.098,0.00107
7.1,7.62E-04
7.102,0.00103
7.104,8.97E-04
7.106,3.46E-04
7.108,6.63E-05
7.11,8.16E-06
7.112,4.99E-07
7.114,1.82E-09
7.116,0
7.118,0
7.12,0
7.122,0
7.124,0
7.126,0
7.128,0
7.13,0
7.132,0
7.134,0
7.136,0
7.138,0
7.14,0
7.142,0
7.144,0
7.146,0
7.148,0
7.15,0
7.152,0
7.154,0
7.156,0
7.158,0
7.16,0
7.162,0
7.164,0
7.166,0
7.168,0
7.17,0
7.172,0
7.174,0
7.176,0
7.178,0
7.18,0
7.182,0
7.184,0
7.186,0
7.188,0
7.19,0
7.192,0
7.194,0
7.196,0
7.198,0
7.2,0
7.202,0
7.204,0
7.206,0
7.208,0
7.21,0
7.212,0
7.214,8.21E-08
7.216,4.73E-06
7.218,7.07E-05
7.22,4.20E-04
7.222,0.00121
7.224,0.0022
7.226,0.00235
7.228,0.00199
7.23,0.00575
7.232,0.01074
7.234,0.00756
7.236,0.00502
7.238,0.01199
7.24,0.0192
7.242,0.01494
7.244,0.00535
7.246,7.79E-04
7.248,6.47E-05
7.25,1.45E-04
7.252,2.28E-04
7.254,1.02E-04
7.256,2.55E-05
7.258,7.99E-05
7.26,1.46E-04
7.262,9.70E-05
7.264,3.41E-05
7.266,5.84E-06
7.268,3.29E-07
7.27,4.74E-10
7.272,0
7.274,0
7.276,0
7.278,0
7.28,0
7.282,0
7.284,1.01E-08
7.286,9.33E-07
7.288,1.54E-05
7.29,8.97E-05
7.292,2.32E-04
7.294,5.95E-04
7.296,0.00143
7.298,0.00146
7.3,5.40E-04
7.302,6.77E-05
7.304,2.48E-06
7.306,1.00E-09
7.308,3.35E-06
7.31,9.86E-05
7.312,9.40E-04
7.314,0.00375
7.316,0.00754
7.318,0.0081
7.32,0.00452
7.322,0.00238
7.324,0.00164
7.326,6.72E-04
7.328,1.82E-04
7.33,2.66E-05
7.332,1.41E-06
7.334,1.05E-08
7.336,0
7.338,0
7.34,0
7.342,0
7.344,0
7.346,3.53E-09
7.348,9.15E-07
7.35,3.25E-05
7.352,3.98E-04
7.354,0.00192
7.356,0.00341
7.358,0.00236
7.36,0.00131
7.362,0.00258
7.364,0.01353
7.366,0.03261
7.368,0.03085
7.37,0.01783
7.372,0.0144
7.374,0.01066
7.376,0.0033
7.378,4.21E-04
7.38,4.17E-05
7.382,5.93E-04
7.384,0.00595
7.386,0.02401
7.388,0.04156
7.39,0.04317
7.392,0.05423
7.394,0.05961
7.396,0.06075
7.398,0.04223
7.4,0.02961
7.402,0.02574
7.404,0.0196
7.406,0.00956
7.408,0.00175
7.41,1.43E-04
7.412,6.39E-04
7.414,0.00522
7.416,0.01496
7.418,0.02276
7.42,0.0302
7.422,0.02234
7.424,0.01429
7.426,0.02141
7.428,0.0428
7.43,0.06844
7.432,0.09743
7.434,0.10662
7.436,0.08245
7.438,0.06439
7.44,0.05097
7.442,0.05114
7.444,0.04072
7.446,0.01813
7.448,0.0049
7.45,0.0027
7.452,0.00106
7.454,1.49E-04
7.456,6.53E-06
7.458,1.43E-08
7.46,0
7.462,0
7.464,0
7.466,0
7.468,0
7.47,0
7.472,0
7.474,0
7.476,0
7.478,6.88E-09
7.48,2.32E-06
7.482,7.29E-05
7.484,7.39E-04
7.486,0.00398
7.488,0.02097
7.49,0.06371
7.492,0.09179
7.494,0.08425
7.496,0.08483
7.498,0.06843
7.5,0.06314
7.502,0.05155
7.504,0.01681
7.506,0.02076
7.508,0.10078
7.51,0.23518
7.512,0.3122
7.514,0.28732
7.516,0.17617
7.518,0.05852
7.52,0.02145
7.522,0.05699
7.524,0.15697
7.526,0.23563
7.528,0.16492
7.53,0.05229
7.532,0.01408
7.534,0.01595
7.536,0.06929
7.538,0.13959
7.54,0.1292
7.542,0.14852
7.544,0.25042
7.546,0.28741
7.548,0.20901
7.55,0.14753
7.552,0.10899
7.554,0.08098
7.556,0.03831
7.558,0.04428
7.56,0.07363
7.562,0.05678
7.564,0.03022
7.566,0.03392
7.568,0.02847
7.57,0.00918
7.572,0.00107
7.574,5.09E-05
7.576,2.04E-06
7.578,7.27E-08
7.58,2.08E-09
7.582,6.22E-07
7.584,1.45E-05
7.586,9.44E-05
7.588,1.71E-04
7.59,8.66E-05
7.592,1.45E-05
7.594,6.25E-05
7.596,8.04E-04
7.598,0.00521
7.6,0.01394
7.602,0.01679
7.604,0.009
7.606,0.00214
7.608,0.00131
7.61,0.00102
7.612,2.46E-04
7.614,1.75E-05
7.616,8.26E-07
7.618,6.12E-05
7.62,0.00131
7.622,0.00875
7.624,0.02475
7.626,0.06575
7.628,0.12394
7.63,0.12779
7.632,0.12991
7.634,0.11862
7.636,0.1137
7.638,0.10696
7.64,0.06466
7.642,0.02302
7.644,0.00444
7.646,0.01351
7.648,0.05259
7.65,0.07078
7.652,0.03791
7.654,0.0135
7.656,0.003
7.658,3.81E-04
7.66,9.54E-04
7.662,0.00155
7.664,0.00119
7.666,0.00313
7.668,0.006
7.67,0.00436
7.672,0.00531
7.674,0.01374
7.676,0.02981
7.678,0.05101
7.68,0.04147
7.682,0.02167
7.684,0.04984
7.686,0.1148
7.688,0.15768
7.69,0.11014
7.692,0.04544
7.694,0.04852
7.696,0.12911
7.698,0.23587
7.7,0.20327
7.702,0.14195
7.704,0.08906
7.706,0.03478
7.708,0.0187
7.71,0.00896
7.712,0.00651
7.714,0.04306
7.716,0.11186
7.718,0.09972
7.72,0.0692
7.722,0.07867
7.724,0.07103
7.726,0.09692
7.728,0.12508
7.73,0.1579
7.732,0.13543
7.734,0.09886
7.736,0.10723
7.738,0.16549
7.74,0.27871
7.742,0.27657
7.744,0.23862
7.746,0.19966
7.748,0.09195
7.75,0.08371
7.752,0.12012
7.754,0.15455
7.756,0.14756
7.758,0.05661
7.76,0.00954
7.762,0.00171
7.764,2.42E-04
7.766,6.85E-04
7.768,0.00871
7.77,0.03979
7.772,0.0893
7.774,0.13006
7.776,0.15525
7.778,0.26975
7.78,0.3746
7.782,0.31616
7.784,0.17781
7.786,0.07417
7.788,0.06337
7.79,0.063
7.792,0.04641
7.794,0.05761
7.796,0.09519
7.798,0.17304
7.8,0.2245
7.802,0.15235
7.804,0.10396
7.806,0.1205
7.808,0.10453
7.81,0.06999
7.812,0.04603
7.814,0.12058
7.816,0.26254
7.818,0.29947
7.82,0.33863
7.822,0.37095
7.824,0.29492
7.826,0.23398
7.828,0.13624
7.83,0.10291
7.832,0.13155
7.834,0.1871
7.836,0.28109
7.838,0.27483
7.84,0.14862
7.842,0.10175
7.844,0.13529
7.846,0.21777
7.848,0.2785
7.85,0.18316
7.852,0.08433
7.854,0.07787
7.856,0.05437
7.858,0.01786
7.86,0.00431
7.862,5.78E-04
7.864,1.86E-04
7.866,0.00116
7.868,0.00475
7.87,0.00995
7.872,0.00753
7.874,0.00256
7.876,0.00477
7.878,0.01026
7.88,0.01126
7.882,0.00639
7.884,0.00182
7.886,0.00276
7.888,0.02376
7.89,0.10624
7.892,0.17765
7.894,0.11313
7.896,0.05123
7.898,0.03177
7.9,0.01673
7.902,0.02101
7.904,0.07298
7.906,0.16114
7.908,0.26424
7.91,0.23803
7.912,0.14614
7.914,0.16347
7.916,0.17647
7.918,0.22877
7.92,0.29498
7.922,0.21011
7.924,0.11992
7.926,0.12206
7.928,0.1067
7.93,0.04549
7.932,0.00736
7.934,5.16E-04
7.936,0.00147
7.938,0.01354
7.94,0.05105
7.942,0.09211
7.944,0.09457
7.946,0.12546
7.948,0.28838
7.95,0.4527
7.952,0.41653
7.954,0.34905
7.956,0.36422
7.958,0.32157
7.96,0.41183
7.962,0.56397
7.964,0.54439
7.966,0.42222
7.968,0.30208
7.97,0.2592
7.972,0.30747
7.974,0.27219
7.976,0.14505
7.978,0.18683
7.98,0.41752
7.982,0.48928
7.984,0.33604
7.986,0.37794
7.988,0.49167
7.99,0.38885
7.992,0.39735
7.994,0.5521
7.996,0.6107
7.998,0.61268
8,0.49741
8.002,0.4193
8.004,0.46962
8.006,0.53913
8.008,0.53843
8.01,0.49487
8.012,0.43049
8.014,0.33184
8.016,0.4997
8.018,0.67318
8.02,0.59822
8.022,0.46932
8.024,0.50173
8.026,0.4953
8.028,0.41782
8.03,0.33508
8.032,0.23081
8.034,0.12968
8.036,0.04487
8.038,0.02355
8.04,0.08459
8.042,0.18037
